Хичээлийн_дугаар,Хичээлийн_индекс,Монгол_нэр,Англи_нэр,Харьяалах_бүтцийн_дугаар,Харьяалах_бүтэц,Харьяалах_тэнхим_дугаар,Харьяалах_тэнхим,Сургалтын_түвшин,Орох_улирал,Тодорхойлсон_огноо,Багц_цаг
54fe5a851b42e219fba334ed340defac,FAAN212,Үйлдвэрийн автоматжуулалт,Factory Automation,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
947501a196966253d01a63be8a17e8cd,PROP321,Үйлдвэрлэлийн дадлага,Production Practice,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,1
23ea75a4cda09058d2e7dc1ce52242d8,KLAW123,Татварын эрх зүй,Tax Law,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
d87b4975632db1483e0a987baef53574,BAEL213,Электроникийн үндэс,Basis of Electronics,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
dc699723d65848c81380563ceb0ce81d,DGEO213,Дүрслэлийн геометр,Figure Geometry,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
9fca30adda6cfcf3fa2d1e0b15e69691,THEL214,Цахилгаан техникийн онол-I,Theory of Electrotechnics,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,4
14cecc84bfa6e02cce5e85d6e1aa4529,KHIA212,Өндөр хүчдлийн туршилт тохируулга,High voltage test setup,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
28bcb7c4e9de0a7af0e2074e00d38654,PRWK212,Төсөлт ажил ,Project Work,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
41560f2d678088aba524f1e8b04dc4a3,KRPR330,Судалгааны төсөлт ажил-I,Project Work,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
bbf3f4a09ad84b0adecd13c5275386db,KRPR330,Судалгааны төсөлт ажил-II,Project Work,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
f9eec82a0e93d4003e661c3bdc2518c3,KRPR330,Судалгааны төсөлт ажил-III,Project Work,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
5cf0b0751a223522c722f87bc8a9628d,RECO437,Сэргээн засварлалатын лоборатори 3,-,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Намрын улирал,2023,2
b31ff1b3c9984c63863cd293c9e2d5aa,CIED604,Харьцуулсан боловсрол судлал,Comparative education,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2020,3
ec4f1bd61012641a6eb0aa63cd06cf39,DPAD617,Илтгэл хэлэлцүүлэг,The paper discussion,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2020,2
5e751eec310808fca425537cdc8a8453,PHME234,Тогтвортой хөгжлийн боловсрол,Education of Sustainable Development,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
5deb6d6f8347cf98aa1e79ed08294e65,PRAC227,Үйлдвэрлэлийн дадлага,Production Internship,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
db68c24a33cac9d591bcf63e60c4cc8f,KAML307,Сонгодог уран зохиол,Classic literature,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
4ad5bd1af94a1c75f785d7262e7964f1,PRAC309,Сургалтын дадлага,Training Practice,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,1
697ccc51fe209d656184c9bb24e6a455,EXAM331,Төгсөлтийн шалгалт (Орчин цагийн монгол хэл),State exam (Modern Mongolian Language),d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
5f0f52c0bdb94435e26c6b504e7513ea,EXAM331,Төгсөлтийн шалгалт (Монголын уран зохиол),State exam (Mongolian Literature),d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
62442aaa48b9cbdbb0d7a7ef536149cb,EXAM311,Бакалаврын төгсөлтийн ажил,Bachelor thesis,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
f18e1e190060ee0af7d043f41d1f28df,EXAM311,Мэргэшлийн нэгдсэн шалгалт,Integrated qualification examination,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,0
11d705f237001472de4958c2e82fc4c1,RENG603,Судалгааны англи хэл,English for research purpose,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2020,2
d9a1c8f3894b6d14b8fabe5f5a917014,DQQS614,Тоон ба чанарын судалгаа,Quantitative and qualitative research ,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2020,2
d162afc49f55985d7a550edc9f2864aa,THRO211,Хөөмийлөх ур чадвар-I,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2023,1
6b72b336f3b704bf09040e76c23c8fb3,THRO211,Хөөмийлөх ур чадвар-II,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2023,1
dd093b11f9127e9d7d591129be671183,SASI211,Тууль хайлах урлаг-I,Saga Singing-I,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2023,1
27dbd63fba03e0e661eb93d556bc920f,SASI211,Тууль хайлах урлаг-II,Saga Singing-II,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2023,1
1cdae395239224d198f9d07266615439,TSPL211,Цуур хөгжимдөх ур чадвар-I,Tsuur Playing Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2023,1
60ec22244723fb49b391a8f256249a29,TSPL211,Цуур хөгжимдөх ур чадвар-II,Tsuur Playing Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2023,1
121a8fa990428e63ef770c4b64f8aa2a,SMFD212,Бий биелгээ судлал,Study of Mongolian Folk Dance,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
f9bef216e13b0253bafdf5aa1c64f55e,ELTP212,Цахилгаан механик шилжилтийн процесс ,1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
e0234fe2a53821ae8e5e90de581eeb81,DMCM322,Хичээлийн хөтөлбөр боловсруулах арга зүй,Methodology of lesson curriculum development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2016,3
2aa075ae40230194efbce78a0d5fad28,ADNK212,Хуваарилах сүлжээний автоматжуулалт ,Automation of Distribution Network,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
f8efc7c14e9be56f00e682929c90beea,KAMH213,Монголын эртний түүх ,Ancient Mongolian History,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
a3aaa049633e0f7763d00d9ca15ccb92,KNAT402,Үндэсний язгуур урлаг-I,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
3a93c1c593e624d2d0a6ea4c55e9cfd2,NATI402,Үндэсний язгуур урлаг-II,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
f138cb36eba5a152ff3fb1ead0f2c622,KSCA212,Нийгэм соёлын антропологи,Social and Cultural Anthropology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
023eae08cd291f454a56b1a29084f1ea,PHHI212,Түүхийн философи,Philosophy of History,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
f2f88e8e9aabd9bc9d0cd8472bb287d3,TODC212,Тод бичиг,Tod Scripts,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
5ec8b136da1b014682313777cb7a82ee,CILA212,Иргэний эрх зүй,Civil Law,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
3dab936961a08882a5a63319a046c6fe,KECT212,Эдийн засгийн онол,Economic Theory,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
a276ea0b9d0b6e54fc3c7aff092a0235,JAPN315,Япон хэлний ярих дадал ,-,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Намрын улирал,2023,3
4c1ed2facc7f349e4810f522a6ea9990,UFMS800,Эрдэм шинжилгээний найруулга зүй,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
a01cfb486435838979bef7c4a7899539,UFMS801,Дэлхийн хэл шинжлэлийн түүх,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
7fdb5a907ceda3616f7d38ce9fedb7d2,UFMS802,Хэл шинжлэлийн тулгамдсан асуудал,Topical issues of Linguistics,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Намрын улирал,2022,2
e403262769f74b83009bffb6e3c0a3b7,UFMS83,Орчин цагийн монгол хэлний аялгуу судлал,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
e705347f928a8783bad0ff2b252cb140,UFMS811,Түүхэн хэл зүй,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Намрын улирал,2022,2
c188c515e262eb26d2ca1bc25b613396,FIEL280,Танилцах дадлага I,Introductory to internship I,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,2
28ffe17ac4a1b39d5cf3b5405f1c1dc6,FIEL380,Танилцах дадлага II,Introductory to internship II,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,2
82bb153bc3037adf373b43babcfffd03,BIOL393,Молекул биологи,-,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,2
e213e90ae7c55e7e8c2a5e9d7394a067,UFMS809,Монгол хэлний галигийн тогтолцоо,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
a8b49816330ad984a1948f4e9f883d93,UFMS811,Хэл соёл,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
cf24f44a79866351337c1b317ffdc18d,INTE400,Үйлдвэрлэлийн дадлага 4бц,Internship,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,Бакалавр,Улирал харгалзахгүй,2023,4
abc58d2523df2aea708a509fbd201437,UFMS824,Хэрэглээний хэл шинжлэл,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Намрын улирал,2022,2
ac3485ecf4fcd5d56323ed2373fd7e32,UFMS805,"Өгүүлбэр зүйн онол, судалгаа ",Syntax  theory and research,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
993f1b170d93f3244b0f7bf78adb40e2,UFMS811,Монголын манж хэлт бичгийн дурсгалууд ,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Намрын улирал,2022,2
8b4992492aec60aac6ba3fd5ee5d93ec,UFMS806,Сэтгэц хэл шинжлэл,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Хаврын улирал,2022,2
98ec5a26e93d3c0e9a96e525be06e014,UFMS821,Дэлхийн монгол судлалын тойм,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Улирал харгалзахгүй,2022,1
b4fb5bfbd950582c8c18e541406c66e6,UFMS824,Төрөл хэлний харьцуулсан судалгаа,.,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Доктор,Намрын улирал,2022,1
8146323ea464375d32c02c8df59d8c39,BIOL282,Ерөнхий генетик.,General genetics,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,2
7c2410c8be77b896e8a5b26d1a994a23,PLEO201,Ерөнхий палеонтологи,Invertebrate Paleontology ,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Намрын улирал,2023,3
f9410dc8c8ee4c30eddce993d9ee936f,GEOL209,Хурдас судлал,-,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,3
fd52865dec24ba68bd106c7aa29afa9b,LATI200,Латин хэл ,Latin language ,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Намрын улирал,2023,3
a41e84649fcc388f3e64a1f45a720c12,KORE319,"Солонгос соёл, орон судлал",Culture of Korea and country studies,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,3
9bcfb8264cf53ed70ad779e7a43bd96a,KORE318,Монгол-Солонгос орчуулга ,-,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Намрын улирал,2023,3
ba3fe3d296f3e7269b66f163d31b3dc3,PRAC403,Хууль зүйн клиник.,Legal Clinic,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,Бакалавр,Улирал харгалзахгүй,2023,3
5d9a211be011de4a592120e7cdbe585a,KTHT233,Мэдээдэлзүйн сургалтын арга зүй-I,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
efa4e6f5c6359cc2eadc5d731716468e,KVOC233,Мэдээдэлзүйн сургалтын арга зүй-II,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
9db8f0f4772ca5e1a6187c37826a60ac,MTHM232,Мэдээлэлзүйн олимпиадын бодлого бодох арга зүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
739a18e3b78a91922a806b7b1e74df2f,INSM232,Мэдээллийн системийн менежмент,Information system management,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
ff778335dae5a3cd6faa7c9589985fdd,SEMA232,Робот технологи,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
eda01615e3059a5471c9ff1a01559f40,KMNS231,Монгол бичиг ,Mongolian Old Script,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,1
3530af42dc880d61af906cf5b3c9bde1,BIOL295,Геоботаник ,-,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Бакалавр,Хаврын улирал,2023,2
6bc266130585aafbe6e5fff58ec2e761,MTMA232,Гүнзгийрүүлсэн сургалттай ангийн мэдээлэлзүй заах арга зүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
c24de509a2932ca70c2474f44802a76e,DAPR232,Компьютерийн мэдээллийн хамгаалалт,Computer Information Protection,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
6670bc8dbbaa81dbf2ccc736bf9722d5,KCEM233,Иргэний ёс зүйн боловсрол хичээл заах арга зүй,1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,3
c107528e73e8598530e5ca306eb40503,DARP232,"Компьютерийн график, дизайн",123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
553ed65b08798c8e41e5bb4b8486d49a,KTYP232,Бөхийн төрлүүд,1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
72dce8029979b5c942a316445fec7afc,CMAS232,"Компьютерийн загварчлал ба симуляци (AP, VR)",123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
c151e57162f490550b743e688a9abe1e,ALGO232,Сонгодог алгоритмууд,Classical Algorithms,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
6c27f03d7e05fafe06f225bcbeb42d3a,ALGP211,Алгоритм программчлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,1
691f453dee852ba0ea7222427a888edc,KSPR212,"Спортын тоног төхөөрөмж, хэрэглэгдэхүүн, дүрэм ",1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
710eec06bc39ec7c6bd28ddf5f3a5668,KNAF212,"Үндэсний спортын төрлүүд, ардын уламжлалт наадгай ",1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
60c8179fad5be6d39b73660ca24c8d65,ALGE213,Алгебр ,Algebra,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
849c7b9fe5dfea5e93665c8bbfba04f0,ANGE212,Аналитик геометр ,Analytical Geometry,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
10c3aef33ff9c5cabc26fb95279af764,HPES302,Биеийн тамир спортын түүх,History of Physical Educaiton and Sports,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2023,2
5c738e3fad5fd5da98821f932af12cd5,HBAN204,Хүний биеийн эрүүл анатоми,Human Body Anatomy,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
f9465e1db614d85b99594c5978e29d8c,OOPR213,Обьект хандалгат программчлал,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,3
cb88c602ad91ca0dc97d93f87ed88286,SHME302,"Спортын эрүүл ахуй, анагаах ухаан",Sports hygiene and medicine,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2023,2
